name,website,address,city,state,phone,reviews,rating,logo,query:,email
Community Wellness and Rehab Center,#," 241 Indian Point St, Newport, VT 05855",Newport, Vermont,(802) 334-5858,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
The Friendship House | Alcohol & Other Drug Treatment,http://www.nchcnh.org/sud.php," 2957 Main St, Bethlehem, NH 03574",Bethlehem, New Hampshire,Not Available,9,4.0,https://lh6.googleusercontent.com/-Fwg2vIhG-tw/AAAAAAAAAAI/AAAAAAAAAAA/Py5AmPfd57c/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
White Mountains Recovery Homes LLC,https://www.whitemountainsrecovery.com/," 669 Union St, Littleton, NH 03561",Littleton, New Hampshire,(603) 262-3964,42,4.9,https://lh5.googleusercontent.com/-5DtnCQj_Pik/AAAAAAAAAAI/AAAAAAAAAAA/6wXFTE0dqXA/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Spring Hill Recovery Center - Massachusetts,https://springhillrecovery.com/?utm_source=shgmb&utm_medium=organic," 250 Spring Hill Rd, Ashby, MA 01431",Ashby, Massachusetts,(888) 483-9514,134,4.5,https://lh5.googleusercontent.com/-truevCdp2f8/AAAAAAAAAAI/AAAAAAAAAAA/6mj5KkzSByg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Avenues Recovery Detox and Drug Rehab at Dublin,https://www.avenuesrecovery.com/locations/dublin-nh-drug-rehab-center/," 3 Pierce Rd, Dublin, NH 03444",Dublin, New Hampshire,(603) 317-5600,15,3.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Live Free Recovery Services,https://livefreerecoverynh.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp," 17 Kit St, Keene, NH 03431",Keene, New Hampshire,(888) 610-2847,6,5.0,https://lh4.googleusercontent.com/-ZI5jPYBKquY/AAAAAAAAAAI/AAAAAAAAAAA/9jN0g5a6U10/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
CleanSlate Outpatient Addiction Medicine,https://www.cleanslatecenters.com/greenfield-massachusetts/?utm_source=google&utm_medium=local&utm_campaign=MA_Greenfield," 1 Arch St #3rd, Greenfield, MA 01301",Greenfield, Massachusetts,(413) 376-4343,3,3.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Avenues Recovery Center at New England,https://www.avenuesrecovery.com/locations/new-hampshire-drug-rehab-center/," 81 Hall St Suite #2, Concord, NH 03301",Concord, New Hampshire,(603) 505-8365,53,4.6,https://lh3.googleusercontent.com/-LHILMoe6yk4/AAAAAAAAAAI/AAAAAAAAAAA/QP_17pqo3ZE/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
CleanSlate Outpatient Addiction Medicine,https://www.cleanslatecenters.com/north-adams-massachusetts/?utm_source=google&utm_medium=local&utm_campaign=MA_NorthAdams," 77 Hospital Ave #107, North Adams, MA 01247",North Adams, Massachusetts,(413) 346-2544,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
North Country Hospital-Rehabilitation Department,https://www.northcountryhospital.org/services/speech-and-language-pathology/," 81 Medical Village Dr #3, Newport, VT 05855",Newport, Vermont,(802) 334-3260,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Phoenix House - Keene,http://www.phoenixhouse.org/," 106 Roxbury St, Keene, NH 03431",Keene, New Hampshire,(603) 317-5600,8,3.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Amethyst Foundation Inc,#," 97 Pleasant St UNIT 6, Claremont, NH 03743",Claremont, New Hampshire,(603) 542-3737,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
New Hampshire Detox Center,https://www.nh-detox.com/," 2957 Main St, Bethlehem, NH 03574",Bethlehem, New Hampshire,(603) 932-7692,7,4.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
New England Laser Therapy.,#," 21 Wolf Rd, Lebanon, NH 03766",Lebanon, New Hampshire,(603) 448-2545,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
St. Peter's Addiction Recovery Center Professionals Program,https://www.sphp.com/find-a-service-or-specialty/addiction/," 636 Loudon Rd, Latham, NY 12110",Newtonville, New York,(518) 783-5381,3,2.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Monadnock Substance Abuse Services,#," 64 Main St #201, Keene, NH 03431",Keene, New Hampshire,(603) 357-3007,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Live Free Recovery Services Residential,https://livefreerecoverynh.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp," 881 Marlboro St, Keene, NH 03431",Keene, New Hampshire,(844) 956-1708,18,4.2,https://lh6.googleusercontent.com/-tMi9wyfFriw/AAAAAAAAAAI/AAAAAAAAAAA/scDXqUPQ7uo/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Alcohol & Drug Rehab Albany Crisis Center,#," 75 New Scotland Ave, Albany, NY 12208",Albany, New York,(518) 351-2875,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
St Peter's Addiction Recovery,http://www.sphcs.org/addictionrecoverysparc," 55 Mohawk St, Cohoes, NY 12047",Cohoes, New York,(518) 235-1100,4,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Keene Metro Treatment Center,https://www.newseason.com/clinics/keene-metro-treatment-center/," 1076 W Swanzey Rd, Swanzey, NH 03446",Swanzey, New Hampshire,(603) 358-0050,4,2.3,https://lh5.googleusercontent.com/--GqfxYtGYZ8/AAAAAAAAAAI/AAAAAAAAAAA/e7QqKOAErXk/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
NFA Behavioral Health,https://nfabehavioralhealth.com/," 367 Shaker Rd, Canterbury, NH 03224",Canterbury, New Hampshire,(866) 335-9783,74,4.6,https://lh3.googleusercontent.com/a/AATXAJwR-45ksKqhdJG4sdbGJRA-t1lEiBgbc04P1V9z=s40-c-rp-br100,drug rehab in Vermont,
"Brian Houghton, LADC",http://www.bhoughtonladc.com/," 51 Ralston St, Keene, NH 03431",Keene, New Hampshire,(603) 499-3001,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
"Adirondack Recovery Care, LLC",http://adirondackrecoverycare.com/," 498 Glen St, Glens Falls, NY 12801",Glens Falls, New York,(518) 615-4857,Not Available,Not Available,https://lh3.googleusercontent.com/-kCLP7FBVChw/AAAAAAAAAAI/AAAAAAAAAAA/bDAcWgTbP7M/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
820 River St Inc,#," 9145 NY-22, Granville, NY 12832",Washington County, New York,(518) 642-9341,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Farnum | Ray House,https://farnumcenter.org/contact-us/farnum-locations/farnum-ray-house/," 14 Holy Cross Rd, Franklin, NH 03235",Franklin, New Hampshire,(888) 840-4243,4,5.0,https://lh3.googleusercontent.com/-TENCCEwtCuE/AAAAAAAAAAI/AAAAAAAAAAA/Y2GIo7Jus1k/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Alcohol & Drug Rehab at Chapters Recovery Center,https://www.chaptersrecoverycenter.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp," 85 Constitution Ln #200A, Danvers, MA 01923",Danvers, Massachusetts,(978) 991-1978,39,5.0,https://lh3.googleusercontent.com/-pGCcnPCAbvw/AAAAAAAAAAI/AAAAAAAAAAA/RqRBto_td3E/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Vertava Health,https://vertavahealthmassachusetts.com/?utm_source=google&utm_medium=gmb," 2 South St Suite 370, Pittsfield, MA 01201",Pittsfield, Massachusetts,(413) 449-2300,Not Available,Not Available,https://lh6.googleusercontent.com/-4S2i77JldpU/AAAAAAAAAAI/AAAAAAAAAAA/p1DkkF30VSw/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
"Woburn Addiction Treatment | Drug Rehab Near Boston, MA",https://woburnaddictiontreatment.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb," 53 Cummings Park Dr, Woburn, MA 01801",Woburn, Massachusetts,(781) 484-0195,83,5.0,https://lh4.googleusercontent.com/-3_suAbg-JUw/AAAAAAAAAAI/AAAAAAAAAAA/frVuLbIoZ2U/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Granite Recovery Center,https://www.graniterecoverycenters.com/?utm_source=google&utm_medium=listing&utm_campaign=gmb," 6 Manor Pkwy, Salem, NH 03079",Salem, New Hampshire,(866) 957-3125,153,4.4,https://lh3.googleusercontent.com/a/AATXAJxV2xOgs3ix6klW3M2WhnHnPVjCBIvCGbuxijx4=s40-c-rp-br100,drug rehab in Vermont,
Recovery Mountain,http://www.recoverymountainnh.com/," 100 Autumn Dr, Tilton, NH 03276",Tilton, New Hampshire,(877) 639-0900,4,5.0,https://lh4.googleusercontent.com/-bebA3QeAyJw/AAAAAAAAAAI/AAAAAAAAAAA/FT5fI7ij4Bg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Bay Cove Substance Abuse Center,http://baycove.org/," 66 Canal St, Boston, MA 02114",Boston, Massachusetts,(617) 371-3030,3,3.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
First Step Recovery House,#," 95 Boynton Ave, Plattsburgh, NY 12901",Plattsburgh, New York,(802) 825-4977,Not Available,Not Available,https://lh3.googleusercontent.com/-ct7zxzR45xw/AAAAAAAAAAI/AAAAAAAAAAA/xzAzIuETSOc/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Blueprint Recovery Center,https://www.blueprintrecoverycenter.com/," 2 Chenell Dr, Concord, NH 03301",Concord, New Hampshire,(833) 641-0610,43,4.8,https://lh3.googleusercontent.com/a/AATXAJwz1s2-S4J3jkvbY5b0Yr6NFad4MAClituTbwA9=s40-c-rp-br100,drug rehab in Vermont,
Community Improvement Associates,https://cianh.com/community-improvement-associates/," 160 Emerald St, Keene, NH 03431",Keene, New Hampshire,(603) 352-1016,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Conifer park,http://www.coniferpark.com/," 55 Elm St, Glens Falls, NY 12801",Glens Falls, New York,(518) 793-7273,1,1.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Farnum Webster Place,https://farnumcenter.org/contact-us/farnum-locations/farnum-webster-place/," 27 Holy Cross Rd, Franklin, NH 03235",Franklin, New Hampshire,(603) 622-3020,Not Available,Not Available,https://lh5.googleusercontent.com/--1WzCuwRZKo/AAAAAAAAAAI/AAAAAAAAAAA/0sCJl1VTyCY/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Mayflower Recovery,https://mayflowerrecovery.com/," 362 Middlesex Ave, Wilmington, MA 01887",Wilmington, Massachusetts,(978) 409-4962,48,5.0,https://lh3.googleusercontent.com/-PqbJh_EgkR0/AAAAAAAAAAI/AAAAAAAAAAA/lCIXgqPqvz0/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
"Chrysalis Recovery Center, LLC",http://www.chrysalisrecovery.com/," 114 S State St, Concord, NH 03301",Concord, New Hampshire,(603) 998-4210,18,3.6,https://lh6.googleusercontent.com/-u9yQUNkFi1k/AAAAAAAAAAI/AAAAAAAAAAA/wina6a8vj2g/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Aware Recovery Care,https://www.awarerecoverycare.com/states-served/new-hampshire," 15 Constitution Dr #2N, Bedford, NH 03110",Bedford, New Hampshire,(603) 769-8462,18,4.9,https://lh3.googleusercontent.com/-DtKVvGgre6A/AAAAAAAAAAI/AAAAAAAAAAA/zk94i2H9xYQ/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
albany drug rehab (518) 626-8504 alcohol treatment centers,#," 1 Computer Dr S, Albany, NY 12205",Albany County, New York,(518) 626-8504,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
The Plymouth House,https://www.theplymouthhouse.com/," 446 Main St, Plymouth, NH 03264",Plymouth, New Hampshire,(603) 707-4496,29,4.7,https://lh3.googleusercontent.com/-aR1YtkR_wlg/AAAAAAAAAAI/AAAAAAAAAAA/CW8iXm2RKBI/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Green Mountain Treatment Center,https://www.graniterecoverycenters.com/green-mountain-treatment-center/," 244 Highwatch Rd, Effingham, NH 03882",Effingham, New Hampshire,(866) 652-8889,154,3.8,https://lh3.googleusercontent.com/-S65X7DO9nhM/AAAAAAAAAAI/AAAAAAAAAAA/XLIyqR2DO_U/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
"SCADD, Inc",http://www.scadd.org/," 37 Camp Mooween Rd, Lebanon, CT 06249",Lebanon, Connecticut,(860) 886-2495,10,3.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
"Elevate Recovery Center | Alcohol Drug Rehab in Billerica, MA",https://elevaterecoveryma.com/," 267 Boston Rd Suite A, Unit 3, North Billerica, MA 01862",Billerica, Massachusetts,(877) 592-2102,14,4.7,https://lh5.googleusercontent.com/-pmaSTddMov4/AAAAAAAAAAI/AAAAAAAAAAA/p-82Cvl7i2Y/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
"Keystone Hall, A Program of Harbor Care",http://www.harborcarenh.org/," 615 Amherst St, Nashua, NH 03063",Nashua, New Hampshire,(603) 881-4848,10,3.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Orange Recovery Home,#," 35 Congress St, Orange, MA 01364",Orange, Massachusetts,(978) 544-6507,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Mid-State RISE Recovery Services,https://www.midstatehealth.org/service/riserecovery/," 258 Highland St, Plymouth, NH 03264",Plymouth, New Hampshire,(603) 536-4000,Not Available,Not Available,https://lh4.googleusercontent.com/-grKgRbdHHho/AAAAAAAAAAI/AAAAAAAAAAA/LOusj_Ho980/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Recovery Centers of America at Westminster,https://recoverycentersofamerica.com/locations/westminster/," 9 Village Inn Rd, Westminster, MA 01473",Westminster, Massachusetts,(978) 571-6050,60,4.1,https://lh3.googleusercontent.com/-dDN6-hFCyRw/AAAAAAAAAAI/AAAAAAAAAAA/Cite1gQGZsM/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Becket House At Warren,#," 254 NH-25, Warren, NH 03279",Warren, New Hampshire,(603) 764-9009,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Becket House At Warren,#," 254 NH-25, Warren, NH 03279",Warren, New Hampshire,(603) 764-9009,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
ROAD to a Better Life,http://roadtoabetterlifenh.com/," 245 S Main St, Wolfeboro, NH 03894",Wolfeboro, New Hampshire,(603) 515-2240,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Drug & Alcohol Addiction Treatment Center,#," 528 Smith St, Torrington, CT 06790",Torrington, Connecticut,(475) 473-5556,14,4.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Serenity at Summit New England,https://serenityatsummit.com/?utm_source=GMB&utm_medium=Yext," 61 Brown St, Haverhill, MA 01830",Haverhill, Massachusetts,(978) 312-9830,117,4.4,https://lh5.googleusercontent.com/-VLQFgTF9S1Q/AAAAAAAAAAI/AAAAAAAAAAA/4FlhIVILYEc/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Eden Hill Recovery Retreat,https://edenhillrecoveryretreat.com/," 143 E Canaan Rd, Canaan, CT 06018",North Canaan, Connecticut,(860) 307-7512,5,4.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
The Granite House,https://granitehouserecovery.com/," 35 W Broadway, Derry, NH 03038",Derry, New Hampshire,(855) 930-6122,11,3.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Camino Nuevo,#," 175 Central Ave, Albany, NY 12206",Albany, New York,(518) 729-5659,30,4.6,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
CleanSlate Outpatient Addiction Medicine,https://www.cleanslatecenters.com/pittsfield-ma/?utm_source=google&utm_medium=local&utm_campaign=MA_Pittsfield," 53 Eagle St 4th floor, Pittsfield, MA 01201",Pittsfield, Massachusetts,(413) 347-4088,12,4.8,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Hope House Troy Outpatient,https://www.hopehouseinc.org/," 1724 5th Ave, Troy, NY 12180",Troy, New York,(518) 272-3918,5,3.2,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Vermont,
Liberty Health Services - Drug and Alcohol Detox,https://www.libertyhealthdetox.com/," 29 Ashleigh Dr, Derry, NH 03038",Derry, New Hampshire,(855) 689-5685,21,4.6,https://lh4.googleusercontent.com/-95RBCXh-ZBw/AAAAAAAAAAI/AAAAAAAAAAA/0q3Q-d2CK8Q/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
New Season Franklin Treatment Center,#," 880 Central St Suite 10, Franklin, NH 03235",Franklin, New Hampshire,(603) 671-3215,13,4.2,https://lh3.googleusercontent.com/-Y-3cpkGG1WQ/AAAAAAAAAAI/AAAAAAAAAAA/QZzMzs41DVc/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
"Bonfire Recovery Services, LLC",http://bonfirerecovery.com/," 10 Grove St, Dover, NH 03820",Dover, New Hampshire,(603) 617-3399,11,3.9,https://lh5.googleusercontent.com/-OkVHp2FD_00/AAAAAAAAAAI/AAAAAAAAAAA/H2qJAbw71I8/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Vertava Health,https://vertavahealthmassachusetts.com/?utm_source=google&utm_medium=gmb," 151 South St, Cummington, MA 01026",Plainfield, Massachusetts,(413) 200-7511,58,4.2,https://lh4.googleusercontent.com/-2fb4-Yx7bCA/AAAAAAAAAAI/AAAAAAAAAAA/04dt_vSnzKs/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Vermont,
Recovery Unplugged® - Drug & Alcohol Rehab,https://www.recoveryunplugged.com/rehab-centers/virginia/," 5105Q Backlick Rd, Annandale, VA 22003",Annandale, Virginia,(800) 557-3422,72,5.0,https://lh4.googleusercontent.com/-2_Z56D_ltk0/AAAAAAAAAAI/AAAAAAAAAAA/dhKsUvdfPaY/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
The Harrison House of Virginia,https://www.harrisonhouseofvirginia.com/," 5105Q Backlick Rd, Annandale, VA 22003",Annandale, Virginia,(844) 889-9433,4,4.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Virginia,
Bridging the Gaps,https://bridgingthegaps.com/," 31 S Braddock St, Winchester, VA 22601",Winchester, Virginia,(540) 535-1111,12,3.4,https://lh6.googleusercontent.com/-95sBE1GDzuQ/AAAAAAAAAAI/AAAAAAAAAAA/kVBMXPtiQ5Q/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
Mount Regis Center,https://www.mtregis.com/?utm_source=GMB&utm_medium=organic&utm_campaign=listing&utm_term=brand," 125 Knotbreak Rd, Salem, VA 24153",Salem, Virginia,(540) 404-1016,89,4.1,https://lh3.googleusercontent.com/-zLWvl9fQvAM/AAAAAAAAAAI/AAAAAAAAAAA/0zKy8HPqueU/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
The Farley Center,http://farleycenter.com/," 5477 Mooretown Rd, Williamsburg, VA 23188",James City County, Virginia,(800) 582-6066,93,3.8,https://lh5.googleusercontent.com/-SRjnmW5HhfA/AAAAAAAAAAI/AAAAAAAAAAA/mm4Stl8lQh4/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
Pathways IOP & Intake Center,#," Barker - Cowling, 3300 Rivermont Ave 4th Floor, Lynchburg, VA 24503",Lynchburg, Virginia,(434) 200-4455,9,3.4,https://lh3.googleusercontent.com/-RXOx4EbhHBs/AAAAAAAAAAI/AAAAAAAAAAA/1dcqRPGuTAg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
Safe Harbor Recovery Center,https://safeharborrecovery.com/," 2700 London Blvd, Portsmouth, VA 23707",Portsmouth, Virginia,(888) 932-2304,14,3.4,https://lh3.googleusercontent.com/-rw5ITtjp1O0/AAAAAAAAAAI/AAAAAAAAAAA/7TCBUC1yzvU/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
Sandstone Care Virginia,https://www.sandstonecare.com/virginia?utm_source=GMBlisting&utm_medium=organic," 11415 Isaac Newton Square S, Reston, VA 20190",Reston, Virginia,(703) 260-9359,10,5.0,https://lh3.googleusercontent.com/p/AF1QipNA2UvhHbYk4E4wykHb7wXOz7ypL6hRWZJl0UZy=h305-no,drug rehab in Virginia,
Life Center of Galax,https://www.galaxrecovery.com/?utm_source=GMB&utm_medium=organic&utm_campaign=listing&utm_term=brand," 112 Painter St, Galax, VA 24333",Galax, Virginia,(276) 293-9642,120,2.6,https://lh5.googleusercontent.com/-AU269RQhgb0/AAAAAAAAAAI/AAAAAAAAAAA/Z-W7jPdTeOk/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
Sagebrush Treatment Center,#," 7921 Jones Branch Dr UNIT 400, McLean, VA 22102",Tysons Corner, Virginia,(703) 444-9141,47,3.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Virginia,
Divine Works addictions treatment center,#," 1206 Laskin Rd Ste 201, Virginia Beach, VA 23451",Virginia Beach, Virginia,(757) 779-4493,6,3.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Virginia,
Orchard Mountain Recovery,http://orchardmtnrecovery.com/," 355 Rio Rd W UNIT 203, Charlottesville, VA 22901",Albemarle County, Virginia,(434) 282-2294,10,4.8,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Virginia,
FCCR Rehabilitation Center Fredericksburg VA,https://pinnacletreatment.com/location/virginia/fredericksburg/fccr-fredricksburg/," 11720 Main St Suite 108, Fredericksburg, VA 22408",Spotsylvania County, Virginia,(540) 735-9350,46,4.2,https://lh4.googleusercontent.com/-e2h2oRW3Z_s/AAAAAAAAAAI/AAAAAAAAAAA/UnH3P9wALdE/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Virginia,
